,NRM_REGION,CATCHMENT,MMP_SITE_NAME,DEPTH,SITE_NO,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,SAMPLE_DATE,GROUP_CODE,COVER,ALGAE_COVER,SOFT_COVER,HARD_COVER
3188,Mackay / Whitsunday,Proserpine,Hook,5,1,-20.168117,148.887133,IN,14,2018,2018-06-14,Algae,40.5,40.5,1.5,23.38
3192,Mackay / Whitsunday,Proserpine,Hook,5,2,-20.165717,148.883933,IN,14,2018,2018-06-14,Algae,61.0,61.0,8.88,11.88
3196,Mackay / Whitsunday,Proserpine,Hook,5,1,-20.168117,148.887133,IN,16,2020,2020-06-25,Algae,54.0,54.0,1.13,15.88
3200,Mackay / Whitsunday,Proserpine,Hook,5,2,-20.165717,148.883933,IN,16,2020,2020-06-25,Algae,52.8,52.8,15.53,15.65
3204,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,1,2005,2005-07-10,Algae,76.5,76.5,2.25,21.0
3208,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,1,2005,2005-07-10,Algae,43.0,43.0,2.13,53.5
3212,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,2,2006,2006-05-07,Algae,74.38,74.38,3.13,19.5
3216,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,2,2006,2006-05-08,Algae,37.88,37.88,1.88,56.63
3220,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,3,2007,2007-06-29,Algae,68.12,68.12,2.26,28.12
3224,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,3,2007,2007-06-29,Algae,40.13,40.13,0.75,56.0
3228,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,4,2008,2008-06-20,Algae,59.5,59.5,2.88,34.38
3232,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,4,2008,2008-06-20,Algae,36.38,36.38,1.38,57.38
3236,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,5,2009,2009-07-22,Algae,59.88,59.88,1.75,28.75
3240,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,5,2009,2009-07-24,Algae,18.15,18.15,1.26,56.66
3244,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,6,2010,2010-06-18,Algae,68.13,68.13,2.25,24.25
3248,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,6,2010,2010-06-18,Algae,33.0,33.0,1.13,55.13
3252,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,7,2011,2011-05-25,Algae,67.95,67.95,2.63,24.29
3256,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,7,2011,2011-05-24,Algae,29.99,29.99,1.13,58.22
3260,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,8,2012,2012-07-26,Algae,64.96,64.96,1.75,28.41
3264,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,8,2012,2012-07-26,Algae,32.54,32.54,1.63,53.31
3268,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,9,2013,2013-07-04,Algae,56.36,56.36,3.15,32.49
3272,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,9,2013,2013-07-05,Algae,25.14,25.14,1.38,61.73
3276,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,10,2014,2014-05-06,Algae,63.13,63.13,3.13,29.75
3280,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,10,2014,2014-05-06,Algae,36.5,36.5,1.38,58.0
3284,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,11,2015,2015-07-10,Algae,60.63,60.63,3.5,33.25
3288,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,11,2015,2015-07-10,Algae,29.63,29.63,0.75,65.0
3292,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,13,2017,2017-07-05,Algae,70.5,70.5,1.25,10.0
3296,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,13,2017,2017-07-05,Algae,42.75,42.75,0.38,16.75
3300,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,14,2018,2018-06-16,Algae,72.38,72.38,0.25,6.38
3304,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,14,2018,2018-06-16,Algae,69.38,69.38,0.13,15.25
3308,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,15,2019,2019-07-10,Algae,89.0,89.0,0.25,4.75
3312,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,15,2019,2019-07-10,Algae,68.25,68.25,1.5,11.13
3316,Mackay / Whitsunday,Proserpine,Pine,2,1,-20.377983,148.888417,IN,16,2020,2020-06-16,Algae,91.25,91.25,0.38,1.5
3320,Mackay / Whitsunday,Proserpine,Pine,2,2,-20.37545,148.88645,IN,16,2020,2020-06-16,Algae,68.25,68.25,0.5,11.38
3324,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,1,2005,2005-07-10,Algae,46.19,46.19,10.6,26.45
3328,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,1,2005,2005-07-10,Algae,36.22,36.22,0.88,52.11
3332,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,2,2006,2006-05-07,Algae,48.63,48.63,7.63,32.25
3336,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,2,2006,2006-05-08,Algae,37.88,37.88,2.0,45.0
3340,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,3,2007,2007-06-27,Algae,51.5,51.5,7.25,34.25
3344,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,3,2007,2007-06-29,Algae,43.7,43.7,1.76,49.01
3348,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,4,2008,2008-06-20,Algae,41.13,41.13,7.88,44.0
3352,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,4,2008,2008-06-20,Algae,36.5,36.5,2.13,52.25
3356,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,5,2009,2009-07-23,Algae,26.4,26.4,5.51,36.55
3360,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,5,2009,2009-07-24,Algae,16.63,16.63,1.0,50.38
3364,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,6,2010,2010-06-18,Algae,42.2,42.2,5.25,36.78
3368,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,6,2010,2010-06-18,Algae,31.5,31.5,1.38,44.88
3372,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,7,2011,2011-05-25,Algae,46.75,46.75,6.13,29.75
3376,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,7,2011,2011-05-24,Algae,36.1,36.1,1.0,43.48
3380,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,8,2012,2012-07-26,Algae,38.89,38.89,4.91,37.94
3384,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,8,2012,2012-07-26,Algae,27.25,27.25,0.75,41.25
3388,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,9,2013,2013-07-04,Algae,39.7,39.7,5.0,37.27
3392,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,9,2013,2013-07-05,Algae,37.13,37.13,1.0,47.38
3396,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,10,2014,2014-05-06,Algae,47.25,47.25,5.38,35.5
3400,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,10,2014,2014-05-06,Algae,45.74,45.74,0.75,42.82
3404,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,11,2015,2015-07-10,Algae,43.25,43.25,5.63,37.88
3408,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,11,2015,2015-07-10,Algae,46.0,46.0,1.0,44.13
3412,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,13,2017,2017-07-05,Algae,38.13,38.13,1.5,22.25
3416,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,13,2017,2017-07-05,Algae,45.75,45.75,0.63,16.13
3420,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,14,2018,2018-06-16,Algae,68.38,68.38,0.88,15.0
3424,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,14,2018,2018-06-16,Algae,67.88,67.88,0.25,16.38
3428,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,15,2019,2019-07-10,Algae,63.25,63.25,1.5,10.5
3432,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,15,2019,2019-07-10,Algae,55.13,55.13,0.13,14.13
3436,Mackay / Whitsunday,Proserpine,Pine,5,1,-20.377983,148.888367,IN,16,2020,2020-06-16,Algae,57.25,57.25,1.0,15.75
3440,Mackay / Whitsunday,Proserpine,Pine,5,2,-20.37545,148.8864,IN,16,2020,2020-06-15,Algae,59.63,59.63,0.25,17.0
3444,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,1,2005,2005-07-13,Algae,53.06,53.06,7.01,12.88
3448,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,1,2005,2005-07-13,Algae,51.42,51.42,12.89,30.06
3452,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,2,2006,2006-05-07,Algae,50.8,50.8,6.51,9.39
3456,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,2,2006,2006-05-07,Algae,49.62,49.62,7.79,32.43
3460,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,3,2007,2007-06-25,Algae,59.45,59.45,7.39,11.51
3464,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,3,2007,2007-06-25,Algae,50.13,50.13,11.13,31.75
3468,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,5,2009,2009-05-23,Algae,57.63,57.63,5.75,12.13
3472,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,5,2009,2009-05-23,Algae,54.69,54.69,10.01,27.28
3476,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,7,2011,2011-05-13,Algae,52.2,52.2,5.51,10.64
3480,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,7,2011,2011-05-13,Algae,58.75,58.75,8.25,23.38
3484,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,9,2013,2013-07-05,Algae,53.13,53.13,4.63,12.75
3488,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,9,2013,2013-07-05,Algae,52.13,52.13,7.5,25.13
3492,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,11,2015,2015-07-11,Algae,51.13,51.13,8.63,16.25
3496,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,11,2015,2015-07-11,Algae,57.38,57.38,6.38,25.75
3500,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,13,2017,2017-06-29,Algae,26.38,26.38,8.25,11.0
3504,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,13,2017,2017-06-29,Algae,33.25,33.25,2.5,14.0
3508,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,15,2019,2019-05-29,Algae,44.25,44.25,5.38,12.0
3512,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,15,2019,2019-05-29,Algae,57.61,57.61,4.25,14.67
3516,Mackay / Whitsunday,Proserpine,Seaforth,2,1,-20.468417,149.038933,IN,16,2020,2020-06-14,Algae,47.63,47.63,7.63,11.75
3520,Mackay / Whitsunday,Proserpine,Seaforth,2,2,-20.47185,149.03715,IN,16,2020,2020-06-14,Algae,54.89,54.89,4.52,15.93
3524,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,1,2005,2005-07-13,Algae,60.63,60.63,0.5,17.13
3528,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,1,2005,2005-07-13,Algae,44.49,44.49,3.0,16.41
3532,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,2,2006,2006-05-07,Algae,50.0,50.0,1.01,16.76
3536,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,2,2006,2006-05-07,Algae,27.88,27.88,10.38,10.25
3540,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,3,2007,2007-06-25,Algae,44.88,44.88,1.88,16.5
3544,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,3,2007,2007-06-25,Algae,44.36,44.36,8.28,15.05
3548,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,5,2009,2009-05-23,Algae,39.25,39.25,1.75,17.5
3552,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,5,2009,2009-05-23,Algae,38.13,38.13,6.5,9.25
3556,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,7,2011,2011-05-13,Algae,31.25,31.25,2.5,18.5
3560,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,7,2011,2011-05-13,Algae,34.0,34.0,3.25,9.75
3564,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,9,2013,2013-07-05,Algae,36.56,36.56,1.13,15.81
3568,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,9,2013,2013-07-05,Algae,41.38,41.38,3.5,11.63
3572,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,11,2015,2015-07-11,Algae,35.5,35.5,1.25,16.5
3576,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,11,2015,2015-07-11,Algae,48.13,48.13,6.5,9.88
3580,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,13,2017,2017-06-29,Algae,17.88,17.88,2.63,14.88
3584,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,13,2017,2017-06-29,Algae,36.13,36.13,5.25,6.63
3588,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,15,2019,2019-05-29,Algae,32.0,32.0,1.75,13.75
3592,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,15,2019,2019-05-29,Algae,29.75,29.75,5.25,7.88
3596,Mackay / Whitsunday,Proserpine,Seaforth,5,1,-20.46845,149.03895,IN,16,2020,2020-06-14,Algae,28.5,28.5,2.5,19.38
3600,Mackay / Whitsunday,Proserpine,Seaforth,5,2,-20.4719,149.03715,IN,16,2020,2020-06-14,Algae,34.75,34.75,5.75,12.13
3604,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,1,2005,2005-07-11,Algae,35.63,35.63,28.63,28.63
3608,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,1,2005,2005-07-11,Algae,46.75,46.75,14.38,20.75
3612,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,2,2006,2006-05-03,Algae,38.05,38.05,27.43,30.65
3616,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,2,2006,2006-05-03,Algae,47.88,47.88,16.5,23.0
3620,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,4,2008,2008-06-19,Algae,27.57,27.57,27.0,34.39
3624,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,4,2008,2008-06-19,Algae,21.52,21.52,21.78,38.94
3628,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,6,2010,2010-06-20,Algae,26.7,26.7,24.96,35.44
3632,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,6,2010,2010-06-20,Algae,24.66,24.66,14.63,35.41
3636,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,8,2012,2012-07-26,Algae,22.4,22.4,20.68,43.02
3640,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,8,2012,2012-07-25,Algae,16.75,16.75,12.75,44.13
3644,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,10,2014,2014-05-07,Algae,24.04,24.04,22.79,43.91
3648,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,10,2014,2014-05-07,Algae,21.43,21.43,13.77,48.36
3652,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,12,2016,2016-05-06,Algae,17.88,17.88,23.13,54.25
3656,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,12,2016,2016-05-06,Algae,10.16,10.16,12.14,65.31
3660,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,13,2017,2017-07-06,Algae,40.25,40.25,5.88,25.25
3664,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,13,2017,2017-07-06,Algae,27.5,27.5,4.13,39.0
3668,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,14,2018,2018-06-16,Algae,44.75,44.75,7.63,22.63
3672,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,14,2018,2018-06-14,Algae,29.0,29.0,4.88,52.63
3676,Mackay / Whitsunday,Proserpine,Shute Harbour,2,1,-20.301683,148.803217,IN,16,2020,2020-06-24,Algae,59.88,59.88,8.5,19.88
3680,Mackay / Whitsunday,Proserpine,Shute Harbour,2,2,-20.30085,148.798233,IN,16,2020,2020-06-24,Algae,17.13,17.13,7.63,61.0
3684,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,1,2005,2005-07-11,Algae,41.5,41.5,14.75,20.88
3688,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,1,2005,2005-07-11,Algae,38.6,38.6,12.03,20.68
3692,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,2,2006,2006-05-03,Algae,52.63,52.63,17.38,21.63
3696,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,2,2006,2006-05-03,Algae,45.38,45.38,8.88,20.88
3700,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,4,2008,2008-06-19,Algae,27.69,27.69,11.79,21.05
3704,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,4,2008,2008-06-19,Algae,20.88,20.88,11.13,23.38
3708,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,6,2010,2010-06-18,Algae,22.4,22.4,14.18,25.07
3712,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,6,2010,2010-06-19,Algae,16.75,16.75,8.13,23.0
3716,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,8,2012,2012-07-26,Algae,30.43,30.43,7.51,18.28
3720,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,8,2012,2012-07-26,Algae,14.15,14.15,7.63,26.41
3724,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,10,2014,2014-05-06,Algae,28.63,28.63,13.43,25.82
3728,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,10,2014,2014-05-07,Algae,22.38,22.38,8.75,25.75
3732,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,12,2016,2016-05-06,Algae,36.88,36.88,9.38,29.5
3736,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,12,2016,2016-05-06,Algae,21.53,21.53,8.64,27.42
3740,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,13,2017,2017-07-06,Algae,31.75,31.75,1.13,8.13
3744,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,13,2017,2017-07-06,Algae,23.13,23.13,5.25,19.38
3748,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,14,2018,2018-06-16,Algae,38.88,38.88,1.25,7.0
3752,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,14,2018,2018-06-14,Algae,28.25,28.25,5.88,23.38
3756,Mackay / Whitsunday,Proserpine,Shute Harbour,5,1,-20.301733,148.803217,IN,16,2020,2020-06-24,Algae,46.0,46.0,2.13,5.5
3760,Mackay / Whitsunday,Proserpine,Shute Harbour,5,2,-20.30085,148.798283,IN,16,2020,2020-06-24,Algae,23.0,23.0,8.63,33.75
3764,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,1,2005,2005-12-11,Algae,23.71,23.71,5.66,69.92
3768,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,1,2005,2005-12-11,Algae,56.9,56.9,5.78,37.09
3772,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,1,2005,2005-12-11,Algae,75.82,75.82,11.21,12.24
3776,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,2,2006,2007-03-12,Algae,23.25,23.25,7.63,67.5
3780,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,2,2006,2007-03-12,Algae,33.38,33.38,15.75,50.38
3784,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,2,2006,2007-03-12,Algae,48.13,48.13,20.63,30.5
3788,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,3,2007,2007-10-25,Algae,15.57,15.57,9.05,75.13
3792,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,3,2007,2007-10-25,Algae,27.13,27.13,13.0,59.88
3796,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,3,2007,2007-10-25,Algae,33.88,33.88,24.38,41.25
3800,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,4,2008,2009-03-31,Algae,40.63,40.63,5.75,53.63
3804,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,4,2008,2009-03-31,Algae,37.38,37.38,14.75,47.63
3808,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,4,2008,2009-03-31,Algae,14.38,14.38,27.13,57.75
3812,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,5,2009,2009-11-30,Algae,43.75,43.75,7.75,48.25
3816,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,5,2009,2009-11-30,Algae,37.13,37.13,14.25,48.38
3820,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,5,2009,2009-11-30,Algae,8.38,8.38,33.13,58.25
3824,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,6,2010,2010-11-08,Algae,48.63,48.63,6.38,44.88
3828,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,6,2010,2010-11-08,Algae,28.5,28.5,15.88,55.63
3832,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,6,2010,2010-11-08,Algae,10.51,10.51,27.65,61.59
3836,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,7,2011,2011-09-29,Algae,58.63,58.63,4.25,36.88
3840,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,7,2011,2011-09-29,Algae,43.3,43.3,12.27,44.43
3844,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,7,2011,2011-09-29,Algae,25.38,25.38,19.63,54.75
3848,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,8,2012,2012-11-17,Algae,60.64,60.64,6.89,31.59
3852,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,8,2012,2012-11-17,Algae,44.06,44.06,9.88,44.94
3856,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,8,2012,2012-11-17,Algae,32.68,32.68,21.77,44.8
3860,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,9,2013,2013-09-20,Algae,66.0,66.0,10.63,22.75
3864,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,9,2013,2013-09-19,Algae,63.96,63.96,10.38,25.41
3868,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,9,2013,2013-09-18,Algae,68.0,68.0,23.63,8.0
3872,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,10,2014,2014-11-19,Algae,89.38,89.38,4.63,5.88
3876,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,10,2014,2014-11-19,Algae,99.88,99.88,0.0,0.13
3880,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,10,2014,2014-11-20,Algae,91.88,91.88,7.13,1.0
3884,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,11,2015,2015-09-01,Algae,89.0,89.0,5.25,5.63
3888,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,11,2015,2015-09-01,Algae,99.5,99.5,0.0,0.5
3892,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,11,2015,2015-09-01,Algae,90.75,90.75,6.38,2.63
3896,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,12,2016,2016-06-07,Algae,86.25,86.25,7.13,6.25
3900,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,12,2016,2016-06-07,Algae,99.5,99.5,0.25,0.25
3904,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,12,2016,2016-06-07,Algae,83.5,83.5,8.38,7.75
3908,Wet Tropics,Daintree,Snapper North,2,1,-16.2924,145.496883,IN,13,2017,2017-09-04,Algae,93.5,93.5,5.25,1.25
3912,Wet Tropics,Daintree,Snapper North,2,2,-16.295833,145.500583,IN,13,2017,2017-09-04,Algae,99.63,99.63,0.0,0.38
3916,Wet Tropics,Daintree,Snapper North,2,3,-16.301833,145.506967,IN,13,2017,2017-09-04,Algae,85.0,85.0,7.38,6.75
